sample-id	forward-absolute-filepath	reverse-absolute-filepath	Sample_NamesR	AV_Numbers	Month	Year	Temp_C	Salinity	Chlorophyll_ugL	Season	SimpleSeason	Filt
AV102-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV102-18S_S108_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV102-18S_S108_L001_R2_001.fastq.gz	AV102_Apr_2019	AV190405	April	2019	14.4	33.4	2.222	Peak Upwelling	Peak Upwelling	prefilt
AV105-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV105-18S_S109_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV105-18S_S109_L001_R2_001.fastq.gz	AV105_Apr_2019	AV190503	May	2019	14.4	33	0.63400000000000001	Peak Upwelling	Peak Upwelling	prefilt
AV108-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV108-18S_S110_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV108-18S_S110_L001_R2_001.fastq.gz	AV108_May_2019	AV190531	May	2019	12.12	33.69	7.7149999999999999	Peak Upwelling	Peak Upwelling	prefilt
AV111-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV111-18S_S111_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV111-18S_S111_L001_R2_001.fastq.gz	AV111_Jul_2019	AV190712	July	2019	16.41	33.729999999999997	NA	Upwelling Relaxation	Upwelling Relaxation	prefilt
AV112-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV112-18S_S112_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV112-18S_S112_L001_R2_001.fastq.gz	AV112_Jul_2019	AV190719	July	2019	13.98	33.78	20.588999999999999	Upwelling Relaxation	Upwelling Relaxation	prefilt
AV115-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV115-18S_S113_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV115-18S_S113_L001_R2_001.fastq.gz	AV115_Aug_2019	AV190802	August	2019	15.89	33.65	NA	Upwelling Relaxation	Upwelling Relaxation	prefilt
AV116-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV116-18S_S114_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV116-18S_S114_L001_R2_001.fastq.gz	AV116_Aug_2019	AV190809	August	2019	14.08	33.72	NA	Upwelling Relaxation	Upwelling Relaxation	prefilt
AV119-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV119-18S_S115_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV119-18S_S115_L001_R2_001.fastq.gz	AV119_Aug_2019	AV190830	August	2019	16.010000000000002	33.65	10.917999999999999	Upwelling Relaxation	Upwelling Relaxation	prefilt
AV122-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV122-18S_S116_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV122-18S_S116_L001_R2_001.fastq.gz	AV122_Sept_2019	AV190927	September	2019	16.510000000000002	33.549999999999997	10.946	Upwelling Relaxation	Upwelling Relaxation	prefilt
AV128-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV128-18S_S117_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV128-18S_S117_L001_R2_001.fastq.gz	AV128_Nov_2019	AV191122	November	2019	14.4	33.6	9.3330000000000002	Winter Transition	Winter Storms	prefilt
AV131-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV131-18S_S118_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV131-18S_S118_L001_R2_001.fastq.gz	AV131_Jan_2020	AV200110	January	2020	12.82	33.450000000000003	1.895	Winter Storms	Winter Storms	prefilt
AV134-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV134-18S_S119_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV134-18S_S119_L001_R2_001.fastq.gz	AV134_Feb_2020	AV200207	February	2020	11.89	33.57	2.9460000000000002	Winter Storms	Winter Storms	prefilt
AV137-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV137-18S_S120_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV137-18S_S120_L001_R2_001.fastq.gz	AV137_Mar_2020	AV200306	March	2020	13.99	33.630000000000003	17.870999999999999	Upwelling Transition	Peak Upwelling	prefilt
AV140-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV140-18S_S121_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV140-18S_S121_L001_R2_001.fastq.gz	AV140_Sept_2020	AV200925	September	2020	15.45	33.6	14.41	Upwelling Relaxation	Upwelling Relaxation	prefilt
AV143-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV143-18S_S122_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV143-18S_S122_L001_R2_001.fastq.gz	AV143_Oct_2020	AV201023	October	2020	16.149999999999999	33.47	28.370999999999999	Winter Transition	Upwelling Relaxation	prefilt
AV149-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV149-18S_S123_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV149-18S_S123_L001_R2_001.fastq.gz	AV149_Jan_2021	AV210122	January	2021	11.87	33.43	3.6720000000000002	Winter Storms	Winter Storms	prefilt
AV155A-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV155A-18S_S124_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV155A-18S_S124_L001_R2_001.fastq.gz	AV155A_Feb_2021	AV210219	February	2021	10.130000000000001	33.76	2.722	Winter Storms	Winter Storms	prefilt
AV155B-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV155B-18S_S125_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV155B-18S_S125_L001_R2_001.fastq.gz	AV155B_Feb_2021	AV210219	February	2021	10.130000000000001	33.76	2.722	Winter Storms	Winter Storms	unfilt
AV158A-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV158A-18S_S126_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV158A-18S_S126_L001_R2_001.fastq.gz	AV158A_Mar_2021	AV210312	March	2021	12.11	33.450000000000003	3.3540000000000001	Upwelling Transition	Peak Upwelling	prefilt
AV158B-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV158B-18S_S127_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV158B-18S_S127_L001_R2_001.fastq.gz	AV158B_Mar_2021	AV210312	March	2021	12.11	33.450000000000003	3.3540000000000001	Upwelling Transition	Peak Upwelling	unfilt
AV161A-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV161A-18S_S128_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV161A-18S_S128_L001_R2_001.fastq.gz	AV161A_Apr_2021	AV210430	April	2021	12.7	33.9	17.515000000000001	Peak Upwelling	Peak Upwelling	prefilt
AV161B-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV161B-18S_S129_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV161B-18S_S129_L001_R2_001.fastq.gz	AV161B_Apr_2021	AV210430	April	2021	12.7	33.9	17.515000000000001	Peak Upwelling	Peak Upwelling	unfilt
AV167A-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV167A-18S_S130_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV167A-18S_S130_L001_R2_001.fastq.gz	AV167A_May_2021	AV210528	May	2021	12.93	33.950000000000003	17.263000000000002	Peak Upwelling	Peak Upwelling	prefilt
AV167B-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV167B-18S_S131_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV167B-18S_S131_L001_R2_001.fastq.gz	AV167B_May_2021	AV210528	May	2021	12.93	33.950000000000003	17.263000000000002	Peak Upwelling	Peak Upwelling	unfilt
AV170A-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV170A-18S_S132_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV170A-18S_S132_L001_R2_001.fastq.gz	AV170A_Jun_2021	AV210623	June	2021	15.84	33.71	17.702000000000002	Upwelling Transition	Peak Upwelling	prefilt
AV170B-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV170B-18S_S133_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV170B-18S_S133_L001_R2_001.fastq.gz	AV170B_Jun_2021	AV210623	June	2021	15.84	33.71	17.702000000000002	Upwelling Transition	Peak Upwelling	unfilt
AV179-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV179-18S_S134_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV179-18S_S134_L001_R2_001.fastq.gz	AV179_Jul_2021	AV210702	July	2021	15.5	33.74	10.94	Upwelling Relaxation	Upwelling Relaxation	unfilt
AV209A-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV209A-18S_S135_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV209A-18S_S135_L001_R2_001.fastq.gz	AV209A_Jul_2021	AV210714	July	2021	16.100000000000001	33.659999999999997	3.879	Upwelling Relaxation	Upwelling Relaxation	prefilt
AV209B-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV209B-18S_S136_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV209B-18S_S136_L001_R2_001.fastq.gz	AV209B_Jul_2021	AV210714	July	2021	16.100000000000001	33.659999999999997	3.879	Upwelling Relaxation	Upwelling Relaxation	unfilt
AV212A-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV212A-18S_S137_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV212A-18S_S137_L001_R2_001.fastq.gz	AV212A_Aug_2021	AV210804	August	2021	16.100000000000001	33.61	12.547000000000001	Upwelling Relaxation	Upwelling Relaxation	prefilt
AV212B-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV212B-18S_S138_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV212B-18S_S138_L001_R2_001.fastq.gz	AV212B_Aug_2021	AV210804	August	2021	16.100000000000001	33.61	12.547000000000001	Upwelling Relaxation	Upwelling Relaxation	unfilt
AV215A-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV215A-18S_S139_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV215A-18S_S139_L001_R2_001.fastq.gz	AV215A_Sept_2021	AV210924	September	2021	15.4	33.4	5.173	Upwelling Relaxation	Upwelling Relaxation	prefilt
AV215B-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV215B-18S_S140_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV215B-18S_S140_L001_R2_001.fastq.gz	AV215B_Sept_2021	AV210924	September	2021	15.4	33.4	5.173	Upwelling Relaxation	Upwelling Relaxation	unfilt
AV224A-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV224A-18S_S141_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV224A-18S_S141_L001_R2_001.fastq.gz	AV224A_Oct_2021	AV211015	October	2021	13.26	33.4	4.33	Winter Transition	Upwelling Relaxation	prefilt
AV224B-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV224B-18S_S142_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV224B-18S_S142_L001_R2_001.fastq.gz	AV224B_Oct_2021	AV211015	October	2021	13.26	33.4	4.33	Winter Transition	Upwelling Relaxation	unfilt
AV257A-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV257A-18S_S143_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV257A-18S_S143_L001_R2_001.fastq.gz	AV257A_Nov_2021	AV211105	November	2021	13.26	33.4	1.6719999999999999	Winter Transition	Winter Storms	prefilt
AV257B-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV257B-18S_S144_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV257B-18S_S144_L001_R2_001.fastq.gz	AV257B_Nov_2021	AV211105	November	2021	13.26	33.4	1.6719999999999999	Winter Transition	Winter Storms	unfilt
AV260A-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV260A-18S_S145_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV260A-18S_S145_L001_R2_001.fastq.gz	AV260A_Dec_2021	AV211203	December	2021	14.02	33.35	6.0869999999999997	Winter Storms	Winter Storms	prefilt
AV260B-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV260B-18S_S146_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV260B-18S_S146_L001_R2_001.fastq.gz	AV260B_Dec_2021	AV211203	December	2021	14.02	33.35	6.0869999999999997	Winter Storms	Winter Storms	unfilt
AV263A-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV263A-18S_S147_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV263A-18S_S147_L001_R2_001.fastq.gz	AV263A_Jan_2022	AV220114	January	2022	12.48	32.68	3.2090000000000001	Winter Storms	Winter Storms	prefilt
AV263B-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV263B-18S_S148_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV263B-18S_S148_L001_R2_001.fastq.gz	AV263B_Jan_2022	AV220114	January	2022	12.48	32.68	3.2090000000000001	Winter Storms	Winter Storms	unfilt
AV266A-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV266A-18S_S149_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV266A-18S_S149_L001_R2_001.fastq.gz	AV266A_Feb_2022	AV220211	February	2022	13.06	32.58	7.9240000000000004	Winter Storms	Winter Storms	prefilt
AV266B-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV266B-18S_S150_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV266B-18S_S150_L001_R2_001.fastq.gz	AV266B_Feb_2022	AV220211	February	2022	13.06	32.58	7.9240000000000004	Winter Storms	Winter Storms	unfilt
AV269A-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV269A-18S_S151_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV269A-18S_S151_L001_R2_001.fastq.gz	AV269A_Mar_2022	AV220322	March	2022	11.69	32.92	4.0030000000000001	Upwelling Transition	Peak Upwelling	prefilt
AV269B-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV269B-18S_S152_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV269B-18S_S152_L001_R2_001.fastq.gz	AV269B_Mar_2022	AV220322	March	2022	11.69	32.92	4.0030000000000001	Upwelling Transition	Peak Upwelling	unfilt
AV272A-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV272A-18S_S153_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV272A-18S_S153_L001_R2_001.fastq.gz	AV272A_Apr_2022	AV220422	April	2022	12.92	33.020000000000003	1.8520000000000001	Peak Upwelling	Peak Upwelling	prefilt
AV272B-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV272B-18S_S154_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV272B-18S_S154_L001_R2_001.fastq.gz	AV272B_Apr_2022	AV220422	April	2022	12.92	33.020000000000003	1.8520000000000001	Peak Upwelling	Peak Upwelling	unfilt
AV93-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV93-18S_S105_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV93-18S_S105_L001_R2_001.fastq.gz	AV93_Jan_2019	AV190111	January	2019	14	33	1.3720000000000001	Winter Storms	Winter Storms	prefilt
AV96-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV96-18S_S106_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV96-18S_S106_L001_R2_001.fastq.gz	AV96_Feb_2019	AV190208	February	2019	13.5	33	0.434	Winter Storms	Winter Storms	prefilt
AV99-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV99-18S_S107_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/AV99-18S_S107_L001_R2_001.fastq.gz	AV99_Mar_2019	AV190308	March	2019	13.2	32.299999999999997	0.64700000000000002	Upwelling Transition	Peak Upwelling	prefilt
NEG-18S	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/NEG-18S_S155_L001_R1_001.fastq.gz	/home/skhu/slo-pier-comparison-2023/18S_AV_SequencingRawData_May2022/NEG-18S_S155_L001_R2_001.fastq.gz	NA	NEG-18S	NA	NA	NA	NA	NA	NA	NA	NA
